"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
2510,683011,"Volpe, Anthony",2511,100,0.211,0.179,0.256,0.389,0.284,0.294,0.217,119,565,88.9,12.2,2281,89.5,89.62,297,1154,1356,0.09999999999999432,6.44,107,150,113,146,304,323,287,"17.312","-17.312","70.5","7.2",622,409,62,33,4,20,166,26.7,43,6.9,2.2903,0.60939,0.32999,0.11182,"92.1",167,42.053789731051346,10.513447432762836,6.913183279742766,5.77,-0.65,0.1,2.39,0.268,43,"-0.689721116",0.277,0.397,"0.689721116",-0.006,-0.009000000000000008,-0.008,-0.01,25.7,"37.8",10.493165333904065,6.5472041749915,31.489771906596022,0.637089618456078,37.786874091685036,24.45855510942478
